Key,Description,Standard,Chinese,Japanese,TraditionalChinese,French,Korean,Basque,Italian,Spanish,Deutsch,Russian,Turkish,Brazilian,Polish
SettingsHndlrDifficulty-Hard,,Hard,硬核,ハード,硬核,Difficile,어려움,Zaila,Difficile,Difícil,Schwer,Сложно,Zor,Difícil,Trudny
SettingsHndlrDifficulty-NormalDescription,,Faster life regeneration. Reccomended if you don't like losing but still prefer some challenge!,"战斗中拥有较快的生命回复速度. 如果你不喜欢输, 但还是喜欢在游戏中进行一些挑战的话, 推荐你使用.",ライフの回復が早い。負けず嫌いでも手ごたえは欲しい人にお勧め。,"戰鬥中擁有較快的生命回復速度. 如果你不喜歡輸, 但還是喜歡在遊戲中進行一些挑戰的話, 推薦你使用.",Régénération de vie plus rapide. Recommendée à ceux qui n'aiment pas perdre mais préfèrent quand même du défi,"더 빠른 체력 회복속도. 게임오버가 두렵지만, 도전을 원하는 사람들을 위해",Bizitza azkar leheneratzen da. Asko galdu gabe erronka pixka bat nahi dutenentzat.,Rigenerazione della vita più veloce. Raccomandata a chi non piace perdere ma vuole lo stesso un po' di sfida!,Mayor regeneración de vida. Para los que no disfrutan perdiendo pero igualmente quieren un pequeño desafío.,"Schnellere Regeneration. Für diejenigen, die nicht gerne verlieren, aber sich dennoch fordern wollen.","Быстрая регенерация здоровья. Для тех, кто не любит проигрывать, но хочет преодолевать трудности!",Daha hızlı can yenilenmesi. Kaybetmeyi sevmeyen ama aynı zamanda biraz zorluğu tercih edenler için,Regeneração de vida mais rápida. Recomendado se você não gosta de perder mas ainda prefere um pouco de desafio!,"Szybsza regeneracja życia. Polecane, jeśli nie lubisz przegrywać, ale i tak chcesz jakiegoś wyzwania!"
SettingsHndlrDifficulty-Normal,,Normal\n,正常,ノーマル\n,正常,Normal\n,보통,Normala\n,Normale,Normal\n,Normal\n,Нормально\n,Normal,Normal\n,Normalny\n
SettingsHndlrDifficulty-EasyDescription,,Even faster life regeneration and extra health.,战斗中拥有较快的生命回复速度和额外的生命值. 适合对故事本身更感兴趣的玩家.,ライフの回復が早く、体力増加。ビデオゲームに慣れていない人やストーリーをより楽しみたい人向け。,戰鬥中擁有較快的生命回復速度和額外的生命值. 適合對故事本身更感興趣的玩家.,Points de vie supplémentaires et régénération plus rapide. Pour les personnes non habituées aux jeux-vidéos et plus intéressées par l'histoire.,"더 빠른 체력 회복속도와 추가 체력. 게임에 익숙하지 않고, 스토리를 즐기고 싶은 사람을 위해",Bizitza gehiago duzu eta azkarrago leheneratzen da.,Rigenerazione della vita ancora più veloce e vita extra.,Mayor regeneración y vida extra.,Noch schnellere Regeneration und mehr KP.,Очень быстрая регенерация и дополнительное здоровье.,Daha hızlı can yenilenmesi ve ekstra sağlık. Önceden oyun oynamayanlar ve daha çok hikayeyle ilgilenenler için,Regeneração de vida ainda mais rápida e vida extra.,Jeszcze szybsza regeneracja życia i dodatkowe zdrowie.
SettingsHndlrDifficulty-Easy,,Easy,简单,イージー,簡單,Facile,쉬움,Erraza,Facile,Fácil,Leicht,Легко,Kolay,Fácil,Łatwy
SettingsHndlrDifficulty-StorymodeDescription,,Faster life regeneration and extra health. For players not used to playing video games and more interested in the story,"还要更快的生命回复速度和额外的生命值. 适合不习惯玩电子游戏, 对故事比较感兴趣的人.",ライフの回復がさらに早く、体力増加。ビデオゲームに慣れていない人やストーリーをより楽しみたい人向け,"還要更快的生命回復速度和額外的生命值. 適合不習慣玩電子遊戲, 對故事比較感興趣的人.",Encore plus de points de vie et régénération toujours plus rapide. Pour les personnes non habituées aux jeux-vidéos et plus intéressées par l'histoire.,"정말 빠른 체력 회복속도와 추가 체력. 게임에 익숙하지 않고, 스토리를 즐기고 싶은 사람을 위해",Bizitza gehiago duzu eta askoz azkarrago leheneratzen da. Istorioa nahiago duten edo bideo-jokoetara jolastera ohituta ez daudenentzat.,HP aggiuntivi e rigenerazione della vita più veloce. Per giocatori non abituati ai videogiochi e più interessati alla storia.,Mayor regeneración y vida extra. Para quienes no están acostumbrados a los videojuegos y prefieren centrarse en la historia.,"Schnellere Regeneration und mehr KP. Für diejenigen, die selten Videospiele spielen und mehr an der Handlung interessiert sind.","Очень быстрая регенерация и дополнительное здоровье. Для тех, кто не привык играть в игры и больше заинтересован в сюжете.",Çok daha hızlı can yenilenmesi ve ekstra sağlık. Önceden oyun oynamayanlar ve daha çok hikayeyle ilgilenenler için,Regeneração de vida mais rápida e vida extra. Para pessoas não acostumadas com jogos e mais interessadas na história.,"Jeszcze szybsza regeneracja połączona z dodatkowym zdrowiem. Dla ludzi, którzy nie sa przyzwyczajeni do grania w gry wideo i są bardziej zainteresowani fabułą"
SettingsHndlrDifficulty-Story mode,,Story mode,故事模式,ストーリーモード,故事模式,Mode histoire,스토리 모드,Istorio modua,Modalità Storia,Modo historia,Story-Modus,Режим истории,Hikaye Modu,Modo História,Tryb Opowieści
SettingsHndlrDifficulty-Slot,,Difficulty,游戏难度,難易度,遊戲難度,Difficulté,난이도,Zailtasuna,Difficoltà,Dificultad,Schwierigkeit,Сложность,Zorluk,Dificuldade,Trudność
-InventoryTittle,,Inventory,物品,インベントリ,物品,Inventaire,인벤토리,Inbentarioa,Inventario,Inventario,Inventar,Инвентарь,Envanter,Inventário,Ekwipunek
-InventoryCancel,,CANCEL,取消,キャンセル,取消,ANNULER,취소,EZ,ANNULLA,CANCELAR,ABBRECHEN,ОТМЕНА,İPTAL ET,CANCELAR,ANULUJ
-InventoryContinue,,CONFIRM,确认,はい,確認,CONTINUER,확인,BAI,CONFERMA,CONFIRMAR,BESTÄTIGEN,ПОДТВЕРДИТЬ,ONAYLA,CONFIRMAR,POTWIERDŹ
-InventoryInfoWarning,,MAKE SURE TO SAVE PROGRESS,退出前请确保已保存进度,進行を保存するのを忘れないように,退出前請確保已保存進度,VEUILLEZ SAUVEGARDER VOTRE PROGRESSION,진행상황을 저장하는 것을 잊지 마세요.,GORDE MAIZ PARTIDA,ASSICURATI DI SALVARE I TUOI PROGRESSI,NO TE OLVIDES DE GUARDAR,VORHER SPEICHERN NICHT VERGESSEN,НЕ ЗАБУДЬТЕ СОХРАНИТЬСЯ,İLERLEMEYİ KAYDETTİĞİNDEN EMİN OL,CERTIFIQUE-SE DE SALVAR\nSEU PROGRESSO,"PAMIĘTAJ, ABY ZAPISAĆ POSTĘP"
-InventoryAreYouSureLabel,,ARE YOU SURE?,要退出吗?,本当によろしいですか？,要退出嗎?,ÊTES-VOUS CERTAIN ?,확실합니까?,ZIUR AL ZAUDE?,SEI SICURO?,¿ESTÁS SEGURO?,BIST DU SICHER?,ВЫ УВЕРЕНЫ?,EMİN MİSİN?,VOCÊ TEM CERTEZA?,CZY JESTEŚ PEWNY?
-InventorySettingsLabel,,Settings,设定,設定,設定,Options,설정,Aukerak,Opzioni,Opciones,Einstellungen,Настройки,Ayarlar,Config.,Ustawienia
-InventoryMainMenuLabel,,Main Menu,主菜单,メインメニュー,主菜單,Menu,메인 메뉴,Menura joan,Menu,<size=13>Menú principal,Hauptmenü,<size=15>Главное меню ,Ana menü,Menu,Menu Główne
CHARACTER.Blue Thief,,Blue Thief,蓝色盗贼,ブルー・シーフ,藍色盜賊,Larron Bleu,블루,Lapur Urdina,Ladro Blu,Ladrón Azul,Blauer Dieb,Синий вор,Mavi hırsız,Azuladrão,Niebieski Złodziej
CHARACTER.Red,,Red,红色,レッド,紅色,Rouge,레드,Gorri,Rosso,Rojo,Rot,Красный,Kırmızı,Vermelho,Czerwony
CHARACTER.Inventory Character,,Inventory Character,物品特征,インベントリキャラクター,物品特徵,Personnage Inventaire,인벤토리 캐릭터,Inbentario Pertsonaia,Inventario Personaggio,Personaje Inventario,Inventarcharakter,Персонаж в Инвентаре,Envanter karakteri,Inventário,Klawisz Ekwipunku
PauseWarning-Text 2,,Are you sure?,你确定吗?,本当によろしいですか？,你確定嗎?,Êtes-vous certain ?,확실합니까?,Ziur al zaude?,Sei sicuro?,¿Estás seguro?,Bist du sicher?,Вы уверены?,Emin misin?,Você tem certeza?,Czy jesteś pewien?
PauseWarning-Title,,Warning,警告,警告,警告,Attention,경고,Kontuz,Attenzione,Aviso,Achtung,Внимание,Uyarı,Aviso,Ostrzeżenie
PauseWarning-Text,,Starting a new game will reset your progress,开始新游戏会重置你的进度,新しいゲームを開始すると進行がリセットされます,開始新遊戲會重置你的進度,Recommencer une partie effacera votre progression,새로운 게임을 시작하는 건 진행 상황을 초기화할 수 있습니다.,Partida berri bat hasteak zure aurrerapenak ezabatuko ditu,Iniziare una nuova partita eliminerà i tuoi progressi.,"Si empiezas una nueva partida, perderás tu progreso.","Wenn du ein neues Spiel startest, geht alles an Fortschritt verloren",Новая игра сбросит ваш текущий прогресс,Yeni oyuna başlamak ilerlemenizi sıfırlayacaktır.,Iniciar um novo jogo irá redefinir o seu progresso,Rozpoczęcie nowej gry zresetuje Twoje postępy
PauseWarning-NO,,NO,否,いいえ,否,NON,아니오,EZ,NO,NO,NEIN,НЕТ,HAYIR,NÃO,NIE
BattlePause-Title,,Pause,暂停,一時停止,暫停,Pause,일시 정지,Etenaldia,Pausa,Pausa,Pause,Пауза,Durdur,Pausar,Pauza
PauseWarning-YES,,YES,是,はい,是,OUI,예,BAI,SÌ,SÍ,JA,ДА,EVET,SIM,TAK
BattlePause-Retry,,Retry\n,重新尝试\n,リトライ\n,重新嘗試\n,Réessayer\n,재시도 \n,Berriz saiatu\n,Riprova\n,Reintentar\n,Von Vorne beginnen\n,Заново\n,Tekrar\n,Tentar novamente\n,Ponów\n
BattlePause-Settings,,Settings,设定,設定,設定,Options,설정,Aukerak,Opzioni,Opciones,Einstellungen,Настройки,Ayarlar,Configurações,Ustawienia
BattlePause-Resume,,Resume,继续,再開,繼續,Reprendre,이어하기,Berrekin,Riprendi,Reanudar,Fortfahren,Продолжить,Devam et,Continuar,Wznów
BattlePause-Main menu,,Main menu,主菜单,メインメニュー,主菜單,Menu,메인 메뉴,Menura joan,Torna al Menu,Menú principal,Hauptmenü,Главное меню,Ana menü,Menu principal,Menu główne
PickableItemSay.Schumkle ticket,,"You found a {color=#2bba0f}schmuckle ticket{/color}.
{wc}Press {InventoryInput} to open {color=#ffa200}Inventory{/color}.","你找到了一张{color=#2bba0f}门票{/color}
  {wc}按{InventoryInput}键打开{color=#ffa200}物品包{/ color}","{color=#2bba0f}シュマックルチケット{/color}を発見した
  {wc}{InventoryInput} を押して{color=#ffa200}インベントリ{/color}を開く","你找到了一張{color=#2bba0f}門票{/color}
  {wc}按{InventoryInput}鍵打開{color=#ffa200}物品包{/color}","Vous prenez le {color=#2bba0f}billet schmuckle{/color}
{wc}Appuyez sur {InventoryInput} pour ouvrir l'{color=#ffa200}lnventaire{/color}.",{color=#2bba0f}슈머클 티켓{/color}을 찾았습니다. {wc} {InventoryInput} 버튼을 눌러서 {color=#ffa200}인벤토리{/color}를 여세요,"{color=#2bba0f}Sos txartel{/color} bat aurkitu duzu
{wc}Ireki {color=#ffa200}Inbentarioa{/color} {InventoryInput} sakatuz","Hai ottenuto un {color=#2bba0f}biglietto schmuckle{/color}.
{wc}Premi {InventoryInput} per aprire l'{color=#ffa200}Inventario{/color}.","Has conseguido un {color=#2bba0f}vale de schmuckles{/color}
 {wc}Pulsa {InventoryInput} para abrir el {color=#ffa200}Inventario{/color}","Du hast ein {color=#2bba0f}Schmuckle-Ticket{/color} gefunden.
 {wc}Drücke {InventoryInput}, um das {color=#ffa200}Inventar{/color} zu öffnen.","Вы нашли {color=#2bba0f}чек на шмакли{/color}.
{wc}Нажмите {InventoryInput}, чтобы открыть {color=#ffa200}Инвентарь{/color}.",{color=2bba0f}Schumuckle bileti{/color}{wc} buldun. {InventoryInput} Açmak {InventoryInput} için {color=#ffa200}envantere{/color} bas.,"""Você achou um {color=#2bba0f}bilhete de schmuckle{/color}
{wc}Pressione {InventoryInput} para abrir o {color=#ffa200}Inventário{/color}""","Znalazłeś {color=#2bba0f}szmuksowy bilet{/color}.
 {wc}Naciśnij {InventoryInput}, aby otworzyć {color=#ffa200}Ekwipunek{/color}."
PickableItemSay.V.I.P Card,,"You picked up a {color=#d400e7}VIP card{/color}.
{wc}Press {InventoryInput} to open {color=#ffa200}Inventory{/color}.","你捡到了一张{color=#d400e7}VIP卡{/color}
  {wc}按{InventoryInput}键打开{color=#ffa200}物品包{/ color}","{color=#d400e7}VIPカード{/color}を拾った
  {wc}{InventoryInput} を押して{color=#ffa200}インベントリ{/color}を開く","你撿到了一張{color=#d400e7}VIP卡{/color}
  {wc}按{InventoryInput}鍵打開{color=#ffa200}物品包{/color}","Vous prenez le {color=#d400e7}Ticket VIP{/color}
{wc}Appuyez sur {InventoryInput} pour ouvrir l'{color=#ffa200}Inventaire{/color}.",{color=#d400e7}VIP 카드{/color}를 찾았습니다. {wc} {InventoryInput} 버튼을 눌러서 {color=#ffa200}인벤토리{/color}를 여세요,"{color=#d400e7}V.I.P. txartel{/color} bat jaso duzu
{wc}Ireki {color=#ffa200}Inbentarioa{/color} {InventoryInput} sakatuz","Hai ottenuto un {color=#2bba0f}biglietto schmuckle{/color}.
{wc}Premi {InventoryInput} per aprire l'{color=#ffa200}Inventario{/color}.","Has conseguido una {color=#d400e7}tarjeta V.I.P.{/color}
 {wc}Pulsa {InventoryInput} para abrir el {color=#ffa200}inventario{/color}","Du hast eine {color=#d400e7}V.I.P.-Karte{/color} aufgehoben.
 {wc}Drücke {InventoryInput}, um das {color=#ffa200}Inventar{/color} zu öffnen.","Вы взяли {color=#2bba0f}ВИП-карту{/color}.
{wc}Нажмите {InventoryInput}, чтобы открыть {color=#ffa200}Инвентарь{/color}.",{color=#d400e7}V.I.P. kartı{/color} aldın. {wc}Açmak{InventoryInput} için {color=#ffa200}envantere{/color} bas.,"Você pegou um {color=#d400e7}cartão VIP{/color} 
{wc}Pressione {InventoryInput} para abrir o {color=#ffa200}Inventário{/color}","Znalazłeś {color=#2bba0f}Kartę VIP{/color}.
 {wc}Naciśnij {InventoryInput}, aby otworzyć {color=#ffa200}Ekwipunek{/color}."
PickableItemSay.Toilet Paper,,You picked up Toilet Paper.,你捡到了厕纸,トイレットペーパーを拾った,你撿到了廁紙,Vous prenez le Papier Toilette,화장실 휴지를 얻었다.,Komuneko papera jaso duzu.,Hai ottenuto della Carta Igienica.,Has conseguido papel higiénico.,Du hast Toilettenpapier erhalten.,Вы взяли Туалетную бумагу.,Tuvalet kağıdını aldın.,Você pegou Papel Higiênico,Podniosłeś Papier Toaletowy.
PickableItemSay.Frisbee Hat,,You picked up a Frisbee-looking hat.,你捡到了一顶像飞盘的帽子,フリスビーのような帽子を拾った,你撿到了一頂像飛盤的帽子,Vous prenez le Chapeau en forme de Frisbee,프리스비처럼 생긴 모자를 얻었다.,Disko Itxurako Kapela bat jaso duzu.,Hai ottenuto un cappello a forma di Frisbee.,Has conseguido un sombrero con forma de frisbee.,Du hast einen Frisbee-ähnlichen Hut erhalten.,"Вы взяли шляпу, похожую на фрисби.",Frizbi görünümlü şapkayı aldın.,Você pegou um chapéu parecido com um Frisbee.,Podniosłeś kapelusz przypominający Frisbee.
PickableItemSay.VeryLongPlank,,You picked up the very long plank.,你捡到了很长的木板\n,とても長い板を拾った\n,你撿到了很長的木板\n,Vous prenez la très longue planche\n,아주 긴 판자를 얻었다.,Oso Ohol Luze bat jaso duzu.\n,Hai ottenuto un asse molto lunga.,Has conseguido la tabla muy larga\n,Du hast die sehr lange Planke aufgehoben\n.,Вы взяли очень длинную доску.\n,Çok uzun tahtayı aldın.,Você pegou a tábua muito longa.,Podniosłeś bardzo długą deskę.
PickableItemSay.Flower Pot,,You found a pot!,你找到了一个罐子!,植木鉢を見つけた！,你找到了一個罐子!,Vous trouvez un pot !,화분을 얻었다!,Loreontzi bat jaso duzu!,Hai trovato un vaso!,¡Has conseguido una maceta!,Du hast einen Topf gefunden!,Вы нашли горшок!,Saksı buldun!,Você achou um vaso!,Podniosłeś doniczkę!
PressAkeyLabel,,Press a button?,随便按一个键试试?,ボタンを押しますか？,隨便按一個鍵試試?,Appuie sur une touche ?,버튼을 누릅니까?,Botoi bat sakatu?,Premi un tasto,¿Pulsas un botón?,Knopf drücken?,Нажмите любую кнопку?,Butona bas?,Pressione um botão?,Kliknąć przycisk?
PressAkeyLabel2,,Press a button?,随便按一个键试试?,ボタンを押しますか？,隨便按一個鍵試試?,Appuie sur une touche ?,버튼을 누릅니까?,Botoi bat sakatu?,Premi un tasto,¿Pulsas un botón?,Knopf drücken?,Нажмите любую кнопку?,Butona bas?,Pressione um botão?,Kliknąć przycisk?
Home-Quit,,Quit,退出,終了,退出,Quitter,종료,Itxi,Esci,Salir,Beenden,Выйти,Ayrıl,Sair,Wyjdź
Accessibility-Toggle - Color blind,,Color-blind,色盲模式,色弱者対応,色盲模式,Daltonien,색맹 모드,Daltonikoentzat,Daltonici,Daltonismo,Farbenblind,Цветовая слепота,Renk körü modu,Daltonismo,Ślepota-barw
SaveSlotPanel-Slot,,Save Slots,保存设置,セーブ用スロット,保存設置,Emplacements de Sauvegarde,세이브 슬롯,Gordetako Partidak,Slot di Salvataggio,Archivos de guardado,Speicherdateien,Ячейки сохранений,Kayıt slotu,Arquivos Salvos,Miejsce Zapisu
MainMenuControllerLayout-Interact,,Interact,互动,会話,互動,Interagir,상호작용,Arakatu,Parla,<size=18>Interactuar,Interagieren,Действие,Etkileşim,Interagir,Interakcja
MainMenuControllerLayout-Menu (1),,Menu,菜单,メニュー,菜單,Menu,메뉴,Menua,Menu,Menú,Menü,Меню,Menü,Menu,Menu
Settings-Text - GraphicsSection,,Graphics,画面设定,グラフィック,畫面設定,Graphismes,그래픽,Grafikoak,Grafica,Gráficos,Grafik,Графика,Grafik,Gráficos,Grafika
MainMenuDifficultyPanel-Story Mode Difficulty description,,Faster life regeneration and extra health. For players not used to playing video games and more interested in the story.,"还要更快的生命回复速度和额外的生命值. 适合不习惯玩电子游戏, 对故事比较感兴趣的人.",ライフの回復がさらに早く、体力増加。ビデオゲームに慣れていない人やストーリーをより楽しみたい人向け,"還要更快的生命回復速度和額外的生命值. 適合不習慣玩電子遊戲, 對故事比較感興趣的人.",Encore plus de points de vie et régénération toujours plus rapide. Pour les personnes non habituées aux jeux-vidéos et plus intéressées par l'histoire.,"정말 빠른 체력 회복속도와 추가 체력. 게임에 익숙하지 않고, 스토리를 즐기고 싶은 사람을 위해",Bizitza gehiago duzu eta askoz azkarrago leheneratzen da. Istorioa nahiago duten edo bideo-jokoetara jolastera ohituta ez daudenentzat.,Rigenerazione di vita ancora più veloce. Per chi non è abituato a videogiocare ed è più interessato alla storia.,Mayor regeneración y vida extra. Para quienes no están acostumbrados a los videojuegos y prefieren centrarse en la historia.,"Schnellere Regeneration und mehr KP. Für diejenigen, die selten Videospiele spielen und mehr an der Handlung interessiert sind.","Очень быстрая регенерация и дополнительное здоровье. Для тех, кто не привык играть в игры и больше заинтересован в сюжете.",Çok daha hızlı can yenilenmesi ve ekstra sağlık. Önceden oyun oynamayanlar ve daha çok hikayeyle ilgilenenler için,Regeneração de vida mais rápida e vida extra. Para pessoas não acostumadas com jogos e mais interessadas na história.,"Jeszcze szybsza regeneracja połączona z dodatkowym zdrowiem. Dla ludzi, którzy nie sa przyzwyczajeni do grania w gry wideo i są bardziej zainteresowani fabułą."
MainMenuDifficultyPanel-StoryMode,,Story Mode,故事模式,ストーリーモード,故事模式,Mode histoire,스토리 모드,Istorio modua,Modalità Storia,Modo historia,Story-Modus,Режим истории,Hikaye Modu,Modo História,Tryb Opowieści
Settings-Back,,Back,返回,戻る,返回,Retour,뒤로 가기,Atzera,Indietro,Volver,Zurück,Назад,Geri,Voltar,Powrót
SaveSlotPanel-Continue label pointer,,Continue,继续,続ける,繼續,Continuer,계속하기,Jarraitu,Continua,Continuar,Fortsetzen,Продолжить,Devam et,Continuar,Kontynuuj
MainMenuControllerLayout-Jump,,Jump,跳跃,ジャンプ,跳躍,Sauter,점프,Salto egin,Salta,Saltar,Springen,Прыжок,Zıpla,Pular,Skok
Settings-Text - TextFast,,Text speed - Fast,文字速度-快速,テキスト速度-高速,文字速度-快速,Vitesse de lecture - Rapide,텍스트 속도 - 빠름,Testu abiadura azkarra,Velocità testo - Veloce,Velocidad del texto - Rápido,Textgeschwindigkeit - Schnell,Скорость текста - Высокая,Yazı hızı-Hızlı,Velocidade do texto - Rápido,Prędkość tekstu - Szybki
Settings-Text - TextFaster,,Text speed - Faster,文字速度-更快,テキスト速度-より高速,文字速度-更快,Vitesse de lecture - Très rapide,텍스트 속도 - 매우 빠름,Testu abiadura azkarragoa,Velocità testo - Ancora più veloce,Velocidad del texto - Más rápido,Textgeschwindigkeit - Schneller,Скорость текста - Очень высокая,Yazı hızı-Daha hızlı,Velocidade do texto - Veloz,Prędkość tekstu - Szybszy
SaveSlotPanel-New game label pointer,,New Game,新游戏,新しいゲーム,新遊戲,Nouvelle Partie,새 게임,Partida Berria,Nuova Partita,Nueva partida,Neues Spiel,Новая игра,Yeni Oyun,Novo Jogo,Nowa gra
MainMenuControllerLayout-Battle,,Battle,战斗,バトル,戰鬥,Combat,전투,Borroka,Battaglia,Batalla,Kampf,В битве,Savaş,Batalha,Bitwa
SaveSlotPanel-Back,,Back,返回,戻る,返回,Retour,뒤로 가기,Atzera,Indietro,Volver,Zurück,Назад,Geri,Voltar,Powrót
SaveSlotPanel-Erase label pointer,,Erase,覆盖,削除,覆蓋,Effacer,삭제,Ezabatu,Cancella,Borrar,Löschen,Стереть,Sil,Apagar,Usuń
MenuWarningPopUp-Title,,Warning,警告,警告,警告,Attention,경고,Kontuz,Attenzione,Aviso,Achtung,Внимание,Uyarı,Aviso,Ostrzeżenie
Settings-Erase a save,,Erase a Save,覆盖一个存档,セーブを削除する,覆蓋一個存檔,Effacer une sauvegarde,세이브를 지웁니다.,Partida bat ezabatu,Cancella un salvataggio,Borrar una partida,Datei löschen,Стереть сохранение,Kaydı sil,Apagar um Arquivo,Usuń Zapis
MenuWarningPopUp-YES,,YES,是,はい,是,OUI,예,BAI,SÌ,SÍ,JA,ДА,EVET,SIM,TAK
Home-New game,,New Game,新游戏,新しいゲーム,新遊戲,Nouvelle partie,새 게임,Hasi Jokoa,Nuova partita,Nueva partida,Neues Spiel,Новая игра,Yeni oyun,Novo Jogo,Nowa Gra
MainMenuDifficultyPanel-Back,,Back,返回,戻る,返回,Retour,뒤로가기,Atzera,Indietro,Volver,Zurück,Назад,Geri,Voltar,Powrót
Home-Settings,,Settings,设定,設定,設定,Options,설정,Aukerak,Opzioni,Opciones,Einstellungen,Настройки,Ayarlar,Configurações,Ustawienia
Settings-Accessibility,,Accessibility,无障碍设置,アクセシビリティ,無障礙設置,Accessibilité,접근성,Erabilerraztasuna,Accessibilità,Accesibilidad,Barrierefreiheit,Настройки доступности,Ulaşılabilirlik,Acessibilidade,Ułatwienia dostępu
Accessibility-Toggle - ImageSensitive,,Image sensitive,低刺激画面,低刺激な画像,低刺激畫面,Épileptique,시각 효과,Epileptikoentzat,Fotosensibili,Epilepsia,Bildempfindlich,Чувствительность\nк изображению,Görüntü hassaslığı,Fotossensibilidade,Czułość obrazu
Settings-Text - TextNormal,,Text speed - Normal (RECOMMENDED),文字速度-正常(推荐),テキスト速度-通常（推奨）,文字速度-正常(推薦),Vitesse de lecture - Normal (RECOMMANDÉ),텍스트 속도 - 보통 (추천),Testu abiadura gomendatua,Velocità testo - Normale (CONSIGLIATA),Velocidad del texto - Normal (RECOMENDADO),Textgeschwindigkeit - Normal (EMPFOHLEN),Скорость текста - Нормальная (СТАНДАРТ),Yazı hızı - Normal (Önerilen),Velocidade do texto - Normal (RECOMENDADO),Prędkość tekstu - Normalny (REKOMENDOWANY)
MainMenuDifficultyPanel-Insane Difficulty description,,1 HP and no Checkpoints. For those who love brutal challenges.,"只有一条命,适合喜欢残酷挑战的人",残機１。過酷な挑戦を愛する人用,"只有一條命,適合喜歡殘酷挑戰的人","Un seul point de vie, pour ceux qui adorent les défis brutaux","체력 1, 잔인한 도전을 사랑하는 사람을 위해",BP bakarra eta jarrai-punturik gabe. Benetako erronkak atsegin dituztenentzat.,"Un solo punto vita, per chi ama le sfide brutali.",1 PV. No hay puntos de control. Para quienes disfrutan de un buen reto.,"1 KP und keine Checkpoints. Für diejenigen, die sich gnadenlos herausfordern wollen.","1 единица здоровья и никаких Контрольных точек. Для тех, кто любит жестокие испытания.","Bir hayat, zorlu karşılaşmaları sevenler için",1 PV e sem Checkpoints. Para aqueles que amam desafios brutais.,"1 HP i brak punktów kontrolnych. Dla tych, którzy kochają brutalne wyzwania."
MainMenuDifficultyPanel-Easy,,Easy,简单,イージー,簡單,Facile,쉬움,Erraza,Facile,Fácil,Einfach,Легко,Kolay,Fácil,Łatwy
MainMenuControllerLayout-Back,,Back,返回,戻る,返回,Retour,뒤로가기,Atzera,Indietro,Volver,Zurück,Назад,Geri,Voltar,Powrót
Accessibility-Back,,Back,返回,戻る,返回,Retour,뒤로가기,Atzera,Indietro,Volver,Zurück,Назад,Geri,Voltar,Powrót
MenuWarningPopUp-Text,,Starting a new game will reset your progress.,开始新游戏会重置你的进度,新しいゲームを開始すると進行がリセットされます,開始新遊戲會重置你的進度,Recommencer une partie effacera votre progression,새로운 게임을 시작하는 건 진행 상황을 초기화할 수 있습니다.,Partida berri batek aurrerapenak ezabatuko ditu.,Iniziare una nuova partita eliminerà i tuoi progressi.,"Si empiezas una nueva partida, perderás tu progreso.","Wenn du ein neues Spiel startest, geht bisheriger Fortschritt verloren",Новая игра сбросит ваш текущий прогресс.,Yeni oyuna başlamak ilerlemenizi sıfırlayacaktır.,Iniciar um novo jogo irá redefinir o seu progresso.,Rozpoczęcie nowej gry zresetuje Twoje postępy.
MainMenuDifficultyPanel-Hard,,Hard,硬核,ハード,硬核,Difficile,어려움,Zaila,Difficile ,Difícil,Schwer,Сложно,Zor,Difícil,Trudny
Home-Discord,,DISCORD,Discord,DISCORD,Discord,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD,DISCORD
MainMenuControllerLayout-Overworld,,Overworld,主世界,オーバーワールド,主世界,Overworld,,Mundu irekia,Overworld,Mapeado,Overworld,В мире,Dış dünya ?,Mundo,Świat
Settings-Master Music,,Master Music,主音量,マスターミュージック,主音量,Musique Générale,전체 볼륨,Musika Orokorra,Volume Musica,Volumen maestro,Gesamtmusik,Общая музыка,Ana Müzik,Volume Principal,Głośność Muzyki
MainMenuControllerLayout-Xbox,,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox,Xbox
MainMenuDifficultyPanel-Insane,,Insane,疯狂,インセイン,瘋狂,Dément,광기,Erotua,Folle,Locura,Wahnsinn,Безумно,Delice,Insano,Obłąkany
Accessibility-Title,,Accessibility,无障碍设置,アクセシビリティ,無障礙設置,Accessibilité,접근성,Erabilerraztasuna,Accessibilità,Accesibilidad,Barrierefreiheit,Достуность,Ulaşılabilirlik,Acessibilidade,Ułatwienia dostępu
Settings-Sound Effects,,Sound Effects,声效,音響効果,聲效,Son,음향 효과,Soinu Efektuak,Effetti Sonori,Efectos de sonido,Soundeffekte,Звуковые эффекты,Ses Efektleri,Efeitos Sonoros,Efekty dźwiękowe
